Bit#|Name                    |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
0103|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0104|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0115|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
013F|                        |83|1|       1|       0|       0|       0|       0|       1|       1|
0144|MapBitsMagicCave        |00|0|       F|       1|       2|       2|       2|       2|       1|
01A1|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
01C0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01DD|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
01DF|                        |30|1|       1|       0|       1|       1|       1|       1|       1|
01E6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01F9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0204|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0206|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
020A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0212|                        |50|1|       1|       0|       0|       1|       1|       1|       1|
0214|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
021B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
021C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
021D|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
021E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
021F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0221|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0222|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0226|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0229|MapBitsSnowMines3       |00|0|       F|       1|       1|       1|       1|       1|       1|
023A|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
023D|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
024F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0250|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0251|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0252|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0253|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0257|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0258|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0259|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
025F|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0274|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0277|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
0290|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0297|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0298|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02A6|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
02A7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02A8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02A9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02B1|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
02BE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02C5|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
02D3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02D6|HaveFireGem             |00|0|       1|       0|       0|       0|       0|       0|       0|
02DE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02DF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02EA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02ED|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F0|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
02F1|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
02F2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02FB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02FC|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
02FD|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
02FE|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
02FF|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0300|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0301|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0302|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0306|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0307|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0308|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0309|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
030B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
030C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
030D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
030E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
030F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0310|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0314|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0315|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0317|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0318|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0320|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0321|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0323|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0324|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0325|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0326|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0327|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0328|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0329|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0330|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0331|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0332|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0333|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0334|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0336|HaveKey336              |00|0|       1|       0|       0|       0|       0|       0|       0|XXX where is this key from?
0337|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0339|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0340|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0347|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0349|MapBitsFinalBoss        |00|0|       F|       1|       1|       1|       1|       1|       1|
034B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
034C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
034D|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
034E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
034F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0350|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0352|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0356|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0357|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0358|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
035A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
035B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
035C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
035D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
035E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0361|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0362|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0366|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0378|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0388|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
038D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
038E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
038F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0396|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0399|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03A2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03A3|                        |00|0|       1|       0|       1|       1|       1|       1|       0|
03A4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03A5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03A6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03A7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03B9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03BB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03BC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03BD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03BE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03BF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03CA|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
03CB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03CC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03CE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03D1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03D9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03DA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03DB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03E1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03EC|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
03EE|MapBitsDiamondBay       |00|0|       F|       1|       1|       1|       1|       1|       1|
03F2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03F3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03FE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03FF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0400|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0401|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0402|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0403|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0404|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0406|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0407|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0408|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
040C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
040D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
040E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0411|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0412|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0413|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0414|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0415|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
041F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0420|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0422|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0423|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0424|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0425|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0426|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0427|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0428|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
042A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0431|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0432|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0433|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0435|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0436|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0437|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0438|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0439|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
043F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0440|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0441|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0444|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
044B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
044C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
044D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
044E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0450|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0454|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0455|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
045B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
046B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
046C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0475|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0476|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0477|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
047E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
047F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0488|                        |00|0|      FF|       0|       0|       0|       0|       0|       0|
0492|MapBitsSnowMines        |00|0|       F|       1|       1|       1|       1|       1|       1|
0497|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0498|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0499|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
049A|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
049B|                        |57|1|       1|       0|       0|       1|       1|       1|       1|
049C|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
049D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
049E|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
049F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04A0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04A4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04A5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04A9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04AA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04AB|WaterSpellStone1_4AB    |00|0|       1|       0|       0|       0|       0|       0|       0|related to spellstone
04AD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04AF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|related to object targeting
04B8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04BA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04BE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04BF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04C9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04CA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04CB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04CC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04CE|                        |00|0|       3|       0|       0|       0|       0|       0|       0|
04CF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04DF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04E0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04E6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0502|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
050B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
050C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
050D|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
050E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
050F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0524|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0525|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0526|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0527|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0528|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0529|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
052A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
052B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
052C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
053B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
053C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
053D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
053E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
053F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0540|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
0541|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0542|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0547|MapBitsTrexBoss         |00|0|       F|       1|       1|       1|       1|       1|       1|
0549|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
056E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
056F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0570|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0571|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0572|                        |00|0|       F|       0|       0|       0|       7|       7|       7|
0573|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0574|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0575|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0577|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0580|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0582|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0584|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0585|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0586|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05D0|MapBitsKrazTest         |00|0|       F|       1|       1|       1|       2|       2|       2|also dfptop
062A|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
062B|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
062C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
062D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
062F|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0630|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0631|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0661|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0662|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0663|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0665|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0666|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0667|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0668|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0669|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0676|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
