Bit#|Name                    |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
011E|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
011F|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0125|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0126|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0127|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0128|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0129|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
012A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
012B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
012C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
012D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
012E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0137|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0143|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0146|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0148|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0149|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
014F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0150|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0151|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0152|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0153|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0154|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0157|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
015D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
015F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
016A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
016B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
016C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0171|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0175|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0176|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0178|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
019B|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
01A7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01A8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01B9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01BA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01C6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01C7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01C9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01CA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01CB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01CC|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
01CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01CE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01CF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01D8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01DE|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
01E7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01F6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
01F7|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
020B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
020C|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
020D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
020E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
020F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0220|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0227|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
022A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
022E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0231|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0232|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0234|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0238|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0241|HaveSilverKey241        |00|0|       1|       0|       0|       0|       0|       0|       0|
024C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
024D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
025E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0260|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0261|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0262|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0263|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0266|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0267|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0268|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0269|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
026A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
026B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
028D|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
028E|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
028F|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0293|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0294|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
029C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
029D|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
029E|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
029F|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02A0|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02A1|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02A2|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02A3|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02A4|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
02AA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02AB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02AC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02AD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02AE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02AF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02B8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02BC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02BD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02BF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02C1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02C4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02D9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02DB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02DD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02E9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02EE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02F7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
02FA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0311|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0312|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0313|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0319|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
031E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0322|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
032E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
033C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0342|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0343|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0344|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0345|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0346|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0363|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0364|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0365|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0367|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0368|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0369|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
036B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
036C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
036D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0370|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0391|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0395|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
039F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03C3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03D0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03D2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03D8|DinoHorn_3D8            |00|0|       1|       0|       0|       0|       0|       0|       0|
03DC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03E2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03E3|SnowHorn03E3            |00|0|       1|       0|       0|       0|       0|       0|       0|related to riding SnowHorn
03E8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03E9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|did collect something (defNo 0x319)
03F1|DinoHorn_3F1            |00|0|       1|       0|       0|       0|       0|       0|       0|
03F6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
03F7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0409|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
042B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
042D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
042F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0430|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0442|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0445|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0446|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0448|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
044F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|related to menus
0451|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0459|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0466|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0467|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0468|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0469|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
046A|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
046F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0470|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0471|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0472|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0474|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0478|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0479|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
047D|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0481|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0482|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0483|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04A1|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
04A2|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
04A7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04B9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04BB|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
04BC|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
04BD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04D1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
04E3|TrickyTalk              |00|0|      FF|       0|      FF|      FF|      FF|      FF|       0|if < FF, can talk to Tricky, but he won't say anything
0518|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0519|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
051A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
051B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
051C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
051F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0520|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0537|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0538|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0539|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
054A|                        |00|0|       3|       0|       0|       0|       0|       0|       0|
054B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
054C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
054D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
054E|                        |00|0|       3|       0|       0|       0|       0|       0|       0|
054F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0550|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0551|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0552|                        |00|0|       3|       0|       0|       0|       0|       0|       0|
0553|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0554|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0555|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0556|                        |00|0|       3|       0|       0|       0|       0|       0|       0|
0557|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0558|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0559|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
055F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0560|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0561|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0562|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0563|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0565|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0566|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0567|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0568|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0569|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
056A|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
056B|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
056C|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
056D|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
057B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
057C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
057D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
057F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0581|                        |00|0|      3F|       0|       0|       0|       0|       0|       0|
0589|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
058A|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
058C|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
058D|NoMapData               |00|0|       1|       0|       0|       0|       0|       0|       0|Force No Map Data
058E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
058F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0590|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0591|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0592|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0593|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0594|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0595|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0596|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0597|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0598|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
0599|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
059A|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
059B|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
059C|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
059F|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05A5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05A7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05A8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05A9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05AA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05AC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05AD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05AE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05AF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05B9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05BA|SnowHown05BA            |00|0|       1|       0|       0|       0|       0|       0|       0|related to riding SnowHorn
05BB|SnowHown05BB            |00|0|       1|       0|       0|       0|       0|       0|       0|related to riding SnowHorn
05BC|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05BE|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05BF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C2|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05C3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C6|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05C7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05C9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05CA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05CB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05CC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05CF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05D3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05D7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05D8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05D9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05DA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05DD|                        |00|0|       1|       1|       0|       0|       0|       0|       0|
05DE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05E9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05EE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05EF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05F9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05FA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05FB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05FD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05FE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
05FF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0606|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0607|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0608|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
