file;idx;obj;real;name;size;03;04;05;06;mp;x;y;z;id;data
arwingcity;7;0610;0538;ARWArwingGu;08;00;01;04;FF;FF;+757.02;-195.16;-698.54;00043172;000000FF 3F800000 06110800 0104FFFF 443BB8C0 C3300ED4 C44C1AC0
arwingcity;8;0611;053A;ARWArwingRo;08;00;01;04;FF;FF;+750.89;-176.06;-816.42;00043173;000000FF 3F800000 06150800 0104FFFF 4432C540 C3534CD2 C42BEF00
arwingcity;9;0615;0539;ARWArwingGu;08;00;01;04;FF;FF;+715.08;-211.30;-687.73;00043175;000000FF 3F800000 06D40A00 0104FF10 42EF5B00 4398AEEF 470935E8
arwingcity;10;06D4;0549;ARWSeqObjec;0A;00;01;04;FF;10;+119.68;+305.37;+35125.91;00044CB3;09DA09D8 00010000 00000001 00000000 06D40A00 0104FF1C 431BD380 439209C9 47095370
arwingcity;11;06D4;0549;ARWSeqObjec;0A;00;01;04;FF;1C;+155.83;+292.08;+35155.44;00044C4A;09D909D7 00010100 00000001 00000000 060B0900 0101FFFF 43DF5000 41F6671A 45C1CDBC
arwingcity;12;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;+446.62; +30.80;+6201.72;0004990D;00000000 0000FFFF FFFF0000 060C0900 0101FFFF 42B0A980 4310B497 45AEF99E
arwingcity;13;060C;0531;ARWSilverRi;09;00;01;01;FF;FF; +88.33;+144.71;+5599.20;0004990E;00000000 0000FFFF FFFF0000 06080900 04042010 430D1E80 4366F20A 45C7607E
arwingcity;14;0608;052A;ARWBombColl;09;00;04;04;20;10;+141.12;+230.95;+6380.06;0004990F;00000000 0000FFFF FFFF0000 060B0900 0101FFFF 43A102A0 4395333B 461193C3
arwingcity;15;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;+322.02;+298.40;+9316.94;00049913;00000000 0000FFFF FFFF0000 06090900 0104FFFF C3380D80 432D8993 46266796
arwingcity;16;0609;052B;ARWLaserCol;09;00;01;04;FF;FF;-184.05;+173.54;+10649.90;00049914;00000000 0000FFFF FFFF0000 060B0900 0101FFFF C3310E00 414CF66D 46AC871E
arwingcity;17;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;-177.05; +12.81;+22083.56;00049949;00000000 0000FFFF FFFF0000 060B0900 0101FFFF 4459D7A0 402E5557 46B69360
arwingcity;18;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;+871.37;  +2.72;+23369.69;0004994A;01000000 0000FFFF FFFF0000 060B0900 0101FFFF 426DBF00 431F8628 46D715BC
arwingcity;19;060B;0530;ARWGoldRing;09;00;01;01;FF;FF; +59.44;+159.52;+27530.87;0004994C;00000000 0000FFFF FFFF0000 060B0900 0104FFFF C210B700 42D48C47 46EF2D94
arwingcity;20;060B;0530;ARWGoldRing;09;00;01;04;FF;FF; -36.18;+106.27;+30614.79;0004994D;00000000 0000FFFF FFFF0000 060B0900 0101FFFF 43807CC0 437B5EAC 4703C778
arwingcity;21;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;+256.97;+251.37;+33735.47;00049952;00020000 0000FFFF FFFF0000 06160D00 0101FFFF 43CCFCA0 C18643A3 4698BB76
arwingcity;22;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;+409.97; -16.78;+19549.73;00049979;0014001C 23000000 00000000 27100000 00000000 3C010100 2800FFFF 060C0900 0101FFFF 43EDFB60 42D94F7F 4636C7F0
arwingcity;23;060C;0531;ARWSilverRi;09;00;01;01;FF;FF;+475.96;+108.66;+11697.98;00049985;00000000 0000FFFF FFFF0000 060C0900 0101FFFF 44443640 432139A7 4699D95A
arwingcity;24;060C;0531;ARWSilverRi;09;00;01;01;FF;FF;+784.85;+161.23;+19692.68;00049987;00000000 0000FFFF FFFF0000 06080900 0101FFFF 43E90580 42EE8CE0 46BC415F
arwingcity;25;0608;052A;ARWBombColl;09;00;01;01;FF;FF;+466.04;+119.28;+24096.69;00049988;00000000 0000FFFF FFFF0000 06090900 0101FFFF 43FDE1E0 42F1B56E 46CFC44F
arwingcity;26;0609;052B;ARWLaserCol;09;00;01;01;FF;FF;+507.76;+120.85;+26594.15;00049989;00000000 0000FFFF FFFF0000 060C0900 0101FFFF 420C5200 C2715E51 46F740B9
arwingcity;27;060C;0531;ARWSilverRi;09;00;01;01;FF;FF; +35.08; -60.34;+31648.36;0004998A;00000000 0000FFFF FFFF0000 06170D00 0101FFFF 441FC600 430DA410 4639A5D0
arwingcity;28;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+639.09;+141.64;+11881.45;0004998F;00230000 00000000 00000000 27100000 00000000 3C000100 00000000 06170D00 0101FFFF 44812968 4394BA7B 4649AEEE
arwingcity;29;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+1033.29;+297.46;+12907.73;00049993;002D0000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF C3465A40 C31F3C9B 4637C06C
arwingcity;30;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-198.35;-159.24;+11760.11;00049999;001E0000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF C40BFE60 425FDA4F 464280B4
arwingcity;31;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-559.97; +55.96;+12448.18;0004999A;00230000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF 4469A530 C3B7211A 4647B46A
arwingcity;32;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+934.58;-366.26;+12781.10;0004999C;001E0000 00000000 00000000 27100000 00000000 3C000100 00000000 06170D00 0101FFFF 43AA7D20 C3D9EEF8 46477E96
arwingcity;33;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+340.98;-435.87;+12767.65;000499A0;001E0000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF C3493F00 4349774E 4650DB42
arwingcity;34;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-201.25;+201.47;+13366.81;000499A1;00230000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF 440FCBF0 438CA07A 464D98FA
arwingcity;35;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+575.19;+281.25;+13158.24;000499A3;001E0000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 06170D00 0101FFFF 4351FC00 C3E80ECF 463D6CA3
arwingcity;36;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+209.98;-464.12;+12123.16;000499A4;001E0000 00000000 00000000 27100000 00000000 3C010100 0000FFFF 07F00D00 0101FFFF 448E13B0 C3B38E05 45EFE3A8
arwingcity;37;07F0;053B;ARWSquadron;0D;00;01;01;FF;FF;+1136.62;-359.11;+7676.46;0004A10F;00000000 00000000 00000000 06720000 0000000A 010A0301 C600FFFF 06D50D00 0101FFFF 448ABC20 C3C702B8 45EF444C
arwingcity;38;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;+1109.88;-398.02;+7656.54;0004A110;00000000 00550000 0004A10F 07980000 00130011 3C0A0300 0000FFFF 06D50D00 0101FFFF 448EA740 C3C702B8 45F0D488
arwingcity;39;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;+1141.23;-398.02;+7706.57;0004A113;00000000 00550000 0004A10F 079823DD 00000000 3C080300 0000FFFF 06D50D00 0101FFFF 449225F0 C3C702B8 45F1E4F6
arwingcity;40;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;+1169.19;-398.02;+7740.62;0004A115;00000000 00550000 0004A10F 0798DDDD 00000000 3C080300 0000FFFF 06160D00 0101FFFF 443ACFF0 4354FDD0 45158FFC
arwingcity;41;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;+747.25;+212.99;+2393.00;0004A129;0000002A 00330000 00000000 0BEF0000 00000000 3C0A0100 0000FFFF 06160D00 0101FFFF C3DDDD80 C2A5CAD8 451B025C
arwingcity;42;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;-443.73; -82.90;+2480.15;0004A12A;0000004D 55000000 00000000 0BEF0000 00000000 3C0A0100 0000FFFF 06D50D00 0101FFFF 4467C550 42B702B2 452F6CC0
arwingcity;43;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;+927.08; +91.51;+2806.80;0004A138;00000000 00460000 0004A13F 06820000 000A000A 1E0A0501 0000FFFF 07F00D00 0101FFFF 44682C70 42A5027E 45300D5C
arwingcity;44;07F0;053B;ARWSquadron;0D;00;01;01;FF;FF;+928.69; +82.50;+2816.83;0004A13F;00000000 008D0000 00000000 05AF0000 00000000 3C0A0101 FF00FFFF 06D50D00 0101FFFF 4468A9E0 42C402B3 453000D8
arwingcity;45;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;+930.65; +98.01;+2816.05;0004A147;00000000 00000000 0004A13F 06822222 000A000A 1E0A0501 0000FFFF 07F00D00 0101FFFF C3BDB720 4308AC23 45381738
arwingcity;46;07F0;053B;ARWSquadron;0D;00;01;01;FF;FF;-379.43;+136.67;+2945.45;0004A16C;00000000 00000000 00000000 05BE0000 00000000 3C0A0101 FF00FFFF 06D50D00 0101FFFF C3BD88C0 430B00A6 45391398
arwingcity;47;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;-379.07;+139.00;+2961.22;0004A16E;00000000 00000000 0004A16C 05AF0000 000A000A 1E0A0501 0000FFFF 06D50D00 0101FFFF C3BEA260 430BE70C 45393C30
arwingcity;48;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;-381.27;+139.90;+2963.76;0004A171;00000000 00000000 0004A16C 05AFDDDD 000A000A 1E0A0501 0002FFFF 060B0900 0101FFFF 43ABDE20 42FE73BF 46543E05
arwingcity;49;060B;0530;ARWGoldRing;09;00;01;01;FF;FF;+343.74;+127.23;+13583.50;00049951;01020018 001AFFFF FFFF0000 06170D00 0101FFFF 43CC79A0 4391CFF8 453909E4
arwingcity;50;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+408.95;+291.62;+2960.62;0004A179;00000055 00230000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 43099BC0 C39F0D2C 454C4028
arwingcity;51;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+137.61;-318.10;+3268.01;0004A17A;00000078 00940000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C4047520 C2C7709C 455D9048
arwingcity;52;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-529.83; -99.72;+3545.02;0004A17B;0000004D 63000000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 43D163A0 C32ADB41 457BD5BC
arwingcity;53;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+418.78;-170.86;+4029.36;0004A17C;00000000 5C6A0000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C3025DC0 4379C6C3 4577555C
arwingcity;54;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-130.37;+249.78;+3957.33;0004A17D;00000055 38000000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 44412D60 C3641A4A 45932E5A
arwingcity;55;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+772.71;-228.10;+4709.79;0004A17E;0000005C 00940000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 44675950 42BC1879 45999F2C
arwingcity;56;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+925.40; +94.05;+4915.90;0004A17F;00000000 5C6A0000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C41091B0 C2DF5FAB 4599D970
arwingcity;57;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-578.28;-111.69;+4923.18;0004A180;0000004D 4D000000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 4396D7C0 C3034D6C 458DF688
arwingcity;58;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+301.69;-131.30;+4542.82;0004A181;0000002A 00710000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 43D17EC0 43985F48 459E7F0C
arwingcity;59;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+418.99;+304.74;+5071.88;0004A182;0000004D 00630000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 437C9B00 4324073C 45B5E1F8
arwingcity;60;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+252.61;+164.03;+5820.25;0004A183;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 446563A0 41E9BF20 45A94B48
arwingcity;61;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+917.56; +29.22;+5417.41;0004A185;0000004D 4D4D0000 00000000 1A0A0000 00000000 3C0A0100 0001FFFF 06710D00 0101FFFF C3ACE700 4332227E 45C592E8
arwingcity;62;0671;0541;ARWProximit;0D;00;01;01;FF;FF;-345.80;+178.13;+6322.36;0004A186;00000046 46460000 00000000 1B200000 00000000 3C0A0100 0000FFFF 06710D00 04042010 43B955E0 4152F022 45E311A2
arwingcity;63;0671;0541;ARWProximit;0D;00;04;04;20;10;+370.67; +13.18;+7266.20;0004A187;00000000 00000000 00000000 03E80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 43B734C0 42885B6E 45E13A2E
arwingcity;64;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+366.41; +68.18;+7207.27;0004A189;00000046 46460000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 447E9DF0 422AD616 45F1FF0E
arwingcity;65;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+1018.47; +42.71;+7743.88;0004A18A;00000046 46460000 00000000 1A0A0000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 445F7460 43629254 45B6DE28
arwingcity;66;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+893.82;+226.57;+5851.77;0004A18C;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF C376F380 C2549379 45D640FE
arwingcity;67;0671;0541;ARWProximit;0D;00;01;01;FF;FF;-246.95; -53.14;+6856.12;0004A18D;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 42B29E80 41B15485 45C75EAC
arwingcity;68;0671;0541;ARWProximit;0D;00;01;01;FF;FF; +89.31; +22.17;+6379.83;0004A18E;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF C3B10A40 41D373C5 45A585EA
arwingcity;69;0671;0541;ARWProximit;0D;00;01;01;FF;FF;-354.08; +26.43;+5296.74;0004A18F;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 43D1CF60 C2DA7323 45AB07AA
arwingcity;70;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+419.62;-109.22;+5472.96;0004A193;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 446CE690 C1142E1A 45C8BC9C
arwingcity;71;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+947.60;  -9.26;+6423.58;0004A194;00000046 46460000 00000000 22B80000 00000000 3C0A0100 0000FFFF 07E90900 0101FFFF 43A0C1E0 43259A44 465D2233
arwingcity;72;07E9;0532;ARWBlocker ;09;00;01;01;FF;FF;+321.51;+165.60;+14152.55;0004A196;00000000 0000FFFF FFFF0000 06160D00 0101FFFF 4491D328 C351C291 460F0F54
arwingcity;73;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;+1166.60;-209.76;+9155.83;0004A198;00000046 00580000 00000000 1A0A0000 00000000 3C0A0101 0600FFFF 06160D00 0101FFFF C3F62020 42011A77 464B3AF3
arwingcity;74;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;-492.25; +32.28;+13006.74;0004A199;00000000 31460000 00000000 26AC0000 00000000 3C0A0101 0A00FFFF 06160D00 0101FFFF 44964658 424512B0 46426412
arwingcity;75;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;+1202.20; +49.27;+12441.02;0004A19A;00000046 5C000000 00000000 26AC0000 00000000 3C0A0101 0C00FFFF 07E90900 0101FFFF 43A35F60 C20AE5FB 46740EFF
arwingcity;76;07E9;0532;ARWBlocker ;09;00;01;01;FF;FF;+326.75; -34.72;+15619.75;0004A19E;00000000 0000FFFF FFFF0000 07E90900 0101FFFF 43AC1D60 C1FD09B8 46848377
arwingcity;77;07E9;0532;ARWBlocker ;09;00;01;01;FF;FF;+344.23; -31.63;+16961.73;0004A19F;00000000 0000FFFF FFFF0000 06160D00 0101FFFF 447A7F10 C2F4FBF0 457F3850
arwingcity;78;0616;053C;ARWBigAster;0D;00;01;01;FF;FF;+1001.99;-122.49;+4083.52;0004A1AD;00000000 37400000 00000000 22B80000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C3EBEB80 43C5E513 450FD8B8
arwingcity;79;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-471.84;+395.79;+2301.54;0004A1C2;00000031 5C000000 00000000 13880000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C31B0340 C3B2EB53 451050B8
arwingcity;80;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;-155.01;-357.84;+2309.04;0004A1C3;0000004D 38000000 00000000 03E80000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF C25C0A00 431C165B 451C9F30
arwingcity;81;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF; -55.01;+156.09;+2505.95;0004A1C4;00000000 464D0000 00000000 15B30000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 445D1460 440EE816 450C57A0
arwingcity;82;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+884.32;+571.63;+2245.48;0004A1C5;00000000 4D230000 00000000 16C90000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 44168540 C28543A4 44FAF720
arwingcity;83;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+602.08; -66.63;+2007.72;0004A1C7;00000038 38000000 00000000 149D0000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 443319D0 C38C063A 453D4BB0
arwingcity;84;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+716.40;-280.05;+3028.73;0004A1C8;00000019 00310000 00000000 15B30000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 41C2D400 43C9CAFF 45137324
arwingcity;85;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF; +24.35;+403.59;+2359.20;0004A1C9;0000002A 63000000 00000000 15B30000 00000000 3C0A0100 0000FFFF 06170D00 0101FFFF 4307EE00 C3B2EB53 44EE0B28
arwingcity;86;0617;053D;ARWSmallAst;0D;00;01;01;FF;FF;+135.93;-357.84;+1904.35;0004A1CA;0000004D 5C000000 00000000 15B30000 00000000 3C0A0100 0000FFFF 07F00D00 0101FFFF C3827280 440F1B51 469BBCBA
arwingcity;87;07F0;053B;ARWSquadron;0D;00;01;01;FF;FF;-260.89;+572.43;+19934.36;0004A1D8;00000000 00000000 00000000 05460000 00000000 010A0501 FF00FFFF 06D50D00 0101FFFF C378C500 441536DE 469B9672
arwingcity;88;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;-248.77;+596.86;+19915.22;0004A1DB;00000000 00000000 0004A1D8 0E1B0000 000A000A 1E0A0501 FF00FFFF 06D50D00 0101FFFF C3837640 440F7530 469BB126
arwingcity;89;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;-262.92;+573.83;+19928.57;0004A217;00000000 00000000 0004A1D8 0BEFDDDD 000A000A 1E0A0501 FF03FFFF 06D50D00 0101FFFF C381F7C0 4410896F 469BA82D
arwingcity;90;06D5;0546;ARWShipFly ;0D;00;01;01;FF;FF;-259.94;+578.15;+19924.09;0004A21B;00000000 00000000 0004A1D8 0BEFDD23 000A000A 1E0A0501 FF02FFFF 06710D00 0101FFFF 4409C1D0 43652A93 468F29DD
arwingcity;91;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+551.03;+229.17;+18324.93;0004996E;00000000 00000000 00000000 13880000 00000000 3C0A0100 0001FFFF 06710D00 0101FFFF 439ED380 429939C9 468F11E3
arwingcity;92;0671;0541;ARWProximit;0D;00;01;01;FF;FF;+317.65; +76.61;+18312.94;00049970;00000000 00000000 00000000 13880000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 42A59A80 43631777 468F2EE0
arwingcity;93;0671;0541;ARWProximit;0D;00;01;01;FF;FF; +82.80;+227.09;+18327.44;0004996F;00000000 00000000 00000000 13880000 00000000 3C0A0100 0000FFFF 06710D00 0101FFFF 40F6D800 42CF3FE2 45E9BEAC
arwingcity;94;0671;0541;ARWProximit;0D;00;01;01;FF;FF;  +7.71;+103.62;+7479.83;0004A220;00000000 00000000 00000000 13880000 00000000 3C0A0100 0000FFFF 07F00D00 0101FFFF 442F2810 44003162 469C3117
arwingcity;95;07F0;053B;ARWSquadron;0D;00;01;01;FF;FF;+700.63;+512.77;+19992.54;0004A22C;00000000 00000000 00000000 057D0000 00000000 3C0A0101 FF00FFFF 06D50D00 0101FFFF 442E22E0 44023632 469BF9A7
